"Gene.name.uniq"	"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"Gene.stable.ID"	"Gene.name"	"ZFIN.ID"	"Gene.description"	"Source.of.gene.name"
"tmsb4x"	1.51519261264686e-11	-1.18952928710669	0.286	0.488	3.88222651212379e-07	"6"	"ENSDARG00000077777"	"tmsb4x"	"https://zfin.org/ZDB-GENE-030131-8304"	"thymosin beta 4 X-linked [Source:ZFIN;Acc:ZDB-GENE-030131-8304]"	"ZFIN"
"si:ch211-229d2.5"	0.000281082413705096	-1.13729976457189	0.062	0.141	1	"6"	"ENSDARG00000079119"	"si:ch211-229d2.5"	"https://zfin.org/ZDB-GENE-121214-200"	"si:ch211-229d2.5 [Source:ZFIN;Acc:ZDB-GENE-121214-200]"	"ZFIN"
"marcksl1a"	5.90381529903171e-07	-1.10591429577776	0.017	0.123	0.0151267555591791	"6"	"ENSDARG00000039034"	"marcksl1a"	"https://zfin.org/ZDB-GENE-040426-2146"	"MARCKS-like 1a [Source:ZFIN;Acc:ZDB-GENE-040426-2146]"	"ZFIN"
"krt18a.1"	8.39139552873557e-07	-1.03728966773011	0.025	0.134	0.0215004336237263	"6"	"ENSDARG00000018404"	"krt18a.1"	"https://zfin.org/ZDB-GENE-030411-6"	"keratin 18a, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030411-6]"	"ZFIN"
"krt8"	1.00865339297187e-10	-1.00425276879193	0.166	0.345	2.58437172347253e-06	"6"	"ENSDARG00000058358"	"krt8"	"https://zfin.org/ZDB-GENE-030411-5"	"keratin 8 [Source:ZFIN;Acc:ZDB-GENE-030411-5]"	"ZFIN"
"slc1a3a"	2.39287283933555e-06	-1.00363446158255	0.05	0.157	0.0613101878894556	"6"	"ENSDARG00000104431"	"slc1a3a"	"https://zfin.org/ZDB-GENE-030131-2159"	"solute carrier family 1 member 3a [Source:ZFIN;Acc:ZDB-GENE-030131-2159]"	"ZFIN"
"aqp3a"	6.15588107931158e-07	-0.969849076605557	0.004	0.102	0.0157725985014121	"6"	"ENSDARG00000003808"	"aqp3a"	"https://zfin.org/ZDB-GENE-040426-2826"	"aquaporin 3a [Source:ZFIN;Acc:ZDB-GENE-040426-2826]"	"ZFIN"
"celsr1b"	3.60450110564534e-05	-0.953736791351331	0.104	0.205	0.923545273288448	"6"	"ENSDARG00000058259"	"celsr1b"	"https://zfin.org/ZDB-GENE-050823-4"	"cadherin EGF LAG seven-pass G-type receptor 1b [Source:ZFIN;Acc:ZDB-GENE-050823-4]"	"ZFIN"
"ppiaa"	2.80931960144417e-08	-0.917897102976436	0.108	0.262	0.000719803868282026	"6"	"ENSDARG00000009212"	"ppiaa"	"https://zfin.org/ZDB-GENE-030131-8556"	"peptidylprolyl isomerase Aa (cyclophilin A) [Source:ZFIN;Acc:ZDB-GENE-030131-8556]"	"ZFIN"
"CABZ01067232.1"	5.97777621418736e-06	-0.891498321703474	0.025	0.12	0.153162582159908	"6"	"ENSDARG00000057408"	"CABZ01067232.1"	"https://zfin.org/"	"otolin-1-like [Source:NCBI gene;Acc:101886389]"	"Clone-based (Ensembl) gene"
"id2a"	4.93954098101077e-06	-0.859586228877047	0.017	0.109	0.126560919015458	"6"	"ENSDARG00000055283"	"id2a"	"https://zfin.org/ZDB-GENE-020910-1"	"inhibitor of DNA binding 2a [Source:ZFIN;Acc:ZDB-GENE-020910-1]"	"ZFIN"
"kremen1"	1.0347625260753e-06	-0.8470582367437	0.095	0.224	0.0265126854431012	"6"	"ENSDARG00000062579"	"kremen1"	"https://zfin.org/ZDB-GENE-070705-262"	"kringle containing transmembrane protein 1 [Source:ZFIN;Acc:ZDB-GENE-070705-262]"	"ZFIN"
"sparc"	4.6378178091043e-05	-0.839077219437712	0.075	0.171	1	"6"	"ENSDARG00000019353"	"sparc"	"https://zfin.org/ZDB-GENE-030131-9"	"secreted protein, acidic, cysteine-rich (osteonectin) [Source:ZFIN;Acc:ZDB-GENE-030131-9]"	"ZFIN"
"crip1"	3.17693469181747e-05	-0.826381032437798	0.041	0.131	0.813994206737472	"6"	"ENSDARG00000053858"	"crip1"	"https://zfin.org/ZDB-GENE-041111-1"	"cysteine-rich protein 1 [Source:ZFIN;Acc:ZDB-GENE-041111-1]"	"ZFIN"
"lmo4b"	5.63737408110734e-06	-0.813188183766959	0.054	0.163	0.144440798706132	"6"	"ENSDARG00000054749"	"lmo4b"	"https://zfin.org/ZDB-GENE-030131-3570"	"LIM domain only 4b [Source:ZFIN;Acc:ZDB-GENE-030131-3570]"	"ZFIN"
"hsp90ab1"	2.07368753351499e-15	-0.793072262812026	0.44	0.637	5.31320219837211e-11	"6"	"ENSDARG00000029150"	"hsp90ab1"	"https://zfin.org/ZDB-GENE-990415-95"	"heat shock protein 90, alpha (cytosolic), class B member 1 [Source:ZFIN;Acc:ZDB-GENE-990415-95]"	"ZFIN"
"zmp:0000001088"	0.000118314462673995	-0.79227345845837	0.037	0.116	1	"6"	"ENSDARG00000116457"	"zmp:0000001088"	"https://zfin.org/ZDB-GENE-140106-48"	"zmp:0000001088 [Source:ZFIN;Acc:ZDB-GENE-140106-48]"	"ZFIN"
"nanos1"	2.11610667478777e-05	-0.787225312232047	0.066	0.167	0.542188852214123	"6"	"ENSDARG00000109337"	"nanos1"	"https://zfin.org/ZDB-GENE-030131-1623"	"nanos homolog 1 [Source:ZFIN;Acc:ZDB-GENE-030131-1623]"	"ZFIN"
"lfng"	0.000102115608927644	-0.783976708748013	0.033	0.111	1	"6"	"ENSDARG00000037879"	"lfng"	"https://zfin.org/ZDB-GENE-980605-16"	"LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:ZFIN;Acc:ZDB-GENE-980605-16]"	"ZFIN"
"si:dkey-172h23.2"	2.18735027225277e-05	-0.781151640319401	0.046	0.14	0.560442886756605	"6"	"ENSDARG00000023868"	"si:dkey-172h23.2"	"https://zfin.org/ZDB-GENE-141212-258"	"si:dkey-172h23.2 [Source:ZFIN;Acc:ZDB-GENE-141212-258]"	"ZFIN"
"mfng"	0.000139042438255273	-0.777386094362058	0.054	0.137	1	"6"	"ENSDARG00000042925"	"mfng"	"https://zfin.org/ZDB-GENE-041130-1"	"MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:ZFIN;Acc:ZDB-GENE-041130-1]"	"ZFIN"
"cfl1"	5.53364096189338e-06	-0.766560285377292	0.041	0.145	0.141782948725632	"6"	"ENSDARG00000021124"	"cfl1"	"https://zfin.org/ZDB-GENE-030131-215"	"cofilin 1 [Source:ZFIN;Acc:ZDB-GENE-030131-215]"	"ZFIN"
"hspa8"	3.86821697931457e-17	-0.749199530839722	0.432	0.638	9.9111455443998e-13	"6"	"ENSDARG00000068992"	"hspa8"	"https://zfin.org/ZDB-GENE-990415-92"	"heat shock protein 8 [Source:ZFIN;Acc:ZDB-GENE-990415-92]"	"ZFIN"
"si:dkeyp-110c7.4"	9.33787241139232e-05	-0.746703522170965	0.224	0.327	1	"6"	"ENSDARG00000100476"	"si:dkeyp-110c7.4"	"https://zfin.org/ZDB-GENE-070705-532"	"si:dkeyp-110c7.4 [Source:ZFIN;Acc:ZDB-GENE-070705-532]"	"ZFIN"
"gas1a"	1.94465902095893e-05	-0.744932629027889	0.025	0.111	0.498260534350096	"6"	"ENSDARG00000077298"	"gas1a"	"https://zfin.org/ZDB-GENE-050302-155"	"growth arrest-specific 1a [Source:ZFIN;Acc:ZDB-GENE-050302-155]"	"ZFIN"
"hmgb2b"	4.29580243141501e-05	-0.738482997521065	0.054	0.148	1	"6"	"ENSDARG00000053990"	"hmgb2b"	"https://zfin.org/ZDB-GENE-040912-122"	"high mobility group box 2b [Source:ZFIN;Acc:ZDB-GENE-040912-122]"	"ZFIN"
"ppib"	2.23427353821777e-05	-0.720139640277749	0.075	0.177	0.572465565962158	"6"	"ENSDARG00000092798"	"ppib"	"https://zfin.org/ZDB-GENE-040426-1955"	"peptidylprolyl isomerase B (cyclophilin B) [Source:ZFIN;Acc:ZDB-GENE-040426-1955]"	"ZFIN"
"rps9"	3.84737190367637e-10	-0.704634376738686	0.411	0.551	9.85773629159959e-06	"6"	"ENSDARG00000011405"	"rps9"	"https://zfin.org/ZDB-GENE-010724-15"	"ribosomal protein S9 [Source:ZFIN;Acc:ZDB-GENE-010724-15]"	"ZFIN"
"ybx1"	4.40051393170712e-05	-0.703798048151598	0.149	0.256	1	"6"	"ENSDARG00000004757"	"ybx1"	"https://zfin.org/ZDB-GENE-000629-3"	"Y box binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-000629-3]"	"ZFIN"
"rps25"	2.04811797159008e-12	-0.68182981592403	0.361	0.554	5.24768786680809e-08	"6"	"ENSDARG00000041811"	"rps25"	"https://zfin.org/ZDB-GENE-040426-1788"	"ribosomal protein S25 [Source:ZFIN;Acc:ZDB-GENE-040426-1788]"	"ZFIN"
"RPL37A"	9.74493807572331e-14	-0.681125370729953	0.427	0.613	2.49684803376183e-09	"6"	"ENSDARG00000115271"	"RPL37A"	"https://zfin.org/ZDB-GENE-070928-31"	"ribosomal protein L37a [Source:HGNC Symbol;Acc:HGNC:10348]"	"HGNC Symbol"
"cd81a"	0.000402076756255122	-0.6810006609005	0.033	0.102	1	"6"	"ENSDARG00000036080"	"cd81a"	"https://zfin.org/ZDB-GENE-000831-5"	"CD81 molecule a [Source:ZFIN;Acc:ZDB-GENE-000831-5]"	"ZFIN"
"slc25a5"	3.68449403353378e-10	-0.674628241607344	0.515	0.627	9.44041061272026e-06	"6"	"ENSDARG00000092553"	"slc25a5"	"https://zfin.org/ZDB-GENE-020419-9"	"solute carrier family 25 member 5 [Source:ZFIN;Acc:ZDB-GENE-020419-9]"	"ZFIN"
"ppiab"	1.65196675796561e-06	-0.673599886111112	0.174	0.308	0.0423266922725948	"6"	"ENSDARG00000103994"	"ppiab"	"https://zfin.org/ZDB-GENE-030131-7459"	"peptidylprolyl isomerase Ab (cyclophilin A) [Source:ZFIN;Acc:ZDB-GENE-030131-7459]"	"ZFIN"
"rpl23"	3.19185294732793e-12	-0.667882612932547	0.473	0.63	8.17816562164361e-08	"6"	"ENSDARG00000053457"	"rpl23"	"https://zfin.org/ZDB-GENE-030131-8756"	"ribosomal protein L23 [Source:ZFIN;Acc:ZDB-GENE-030131-8756]"	"ZFIN"
"actb1"	0.000174553974432797	-0.662338883845817	0.108	0.206	1	"6"	"ENSDARG00000037746"	"actb1"	"https://zfin.org/ZDB-GENE-000329-1"	"actin, beta 1 [Source:ZFIN;Acc:ZDB-GENE-000329-1]"	"ZFIN"
"rsl24d1"	6.29237134216927e-05	-0.661784928249765	0.083	0.182	1	"6"	"ENSDARG00000040439"	"rsl24d1"	"https://zfin.org/ZDB-GENE-040426-1925"	"ribosomal L24 domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1925]"	"ZFIN"
"naca"	1.30074160304288e-06	-0.659794344072961	0.241	0.376	0.0333276013531648	"6"	"ENSDARG00000005513"	"naca"	"https://zfin.org/ZDB-GENE-020423-4"	"nascent polypeptide associated complex subunit alpha [Source:ZFIN;Acc:ZDB-GENE-020423-4]"	"ZFIN"
"rps8a"	6.03824043157628e-16	-0.659558205816426	0.552	0.725	1.54711796337847e-11	"6"	"ENSDARG00000055996"	"rps8a"	"https://zfin.org/ZDB-GENE-030131-8626"	"ribosomal protein S8a [Source:ZFIN;Acc:ZDB-GENE-030131-8626]"	"ZFIN"
"eef2b"	1.81682956785375e-06	-0.654823118132495	0.241	0.363	0.0465508071875489	"6"	"ENSDARG00000100371"	"eef2b"	"https://zfin.org/ZDB-GENE-030131-5128"	"eukaryotic translation elongation factor 2b [Source:ZFIN;Acc:ZDB-GENE-030131-5128]"	"ZFIN"
"cbln20"	0.00475145388144648	-0.64983225807109	0.1	0.162	1	"6"	"ENSDARG00000087476"	"cbln20"	"https://zfin.org/ZDB-GENE-111109-2"	"cerebellin 20 [Source:ZFIN;Acc:ZDB-GENE-111109-2]"	"ZFIN"
"phlda2"	0.000667108628818428	-0.647408485206083	0.158	0.243	1	"6"	"ENSDARG00000042874"	"phlda2"	"https://zfin.org/ZDB-GENE-050522-73"	"pleckstrin homology-like domain, family A, member 2 [Source:ZFIN;Acc:ZDB-GENE-050522-73]"	"ZFIN"
"rps26"	7.6731074500442e-06	-0.64559923226213	0.141	0.266	0.196600359085033	"6"	"ENSDARG00000037071"	"rps26"	"https://zfin.org/ZDB-GENE-030131-8606"	"ribosomal protein S26 [Source:ZFIN;Acc:ZDB-GENE-030131-8606]"	"ZFIN"
"rpl7"	8.99790668768819e-08	-0.645240480980246	0.311	0.465	0.00230544365151947	"6"	"ENSDARG00000007320"	"rpl7"	"https://zfin.org/ZDB-GENE-030131-8654"	"ribosomal protein L7 [Source:ZFIN;Acc:ZDB-GENE-030131-8654]"	"ZFIN"
"rpl24"	3.56601402750673e-12	-0.635504345126582	0.461	0.629	9.13684114127775e-08	"6"	"ENSDARG00000099104"	"rpl24"	"https://zfin.org/ZDB-GENE-020419-25"	"ribosomal protein L24 [Source:ZFIN;Acc:ZDB-GENE-020419-25]"	"ZFIN"
"rplp1"	6.84791546686028e-17	-0.630436345518883	0.66	0.795	1.75457290091894e-12	"6"	"ENSDARG00000021864"	"rplp1"	"https://zfin.org/ZDB-GENE-030131-8663"	"ribosomal protein, large, P1 [Source:ZFIN;Acc:ZDB-GENE-030131-8663]"	"ZFIN"
"rps27.1"	5.50491219966818e-11	-0.623306462495459	0.419	0.574	1.41046860379898e-06	"6"	"ENSDARG00000023298"	"rps27.1"	"https://zfin.org/ZDB-GENE-050522-549"	"ribosomal protein S27, isoform 1 [Source:ZFIN;Acc:ZDB-GENE-050522-549]"	"ZFIN"
"rpl4"	2.3870552174984e-08	-0.620186815850415	0.22	0.383	0.000611611287827439	"6"	"ENSDARG00000041182"	"rpl4"	"https://zfin.org/ZDB-GENE-030131-9034"	"ribosomal protein L4 [Source:ZFIN;Acc:ZDB-GENE-030131-9034]"	"ZFIN"
"rpl5b"	1.36724349511774e-05	-0.618841978070588	0.17	0.287	0.350315128319066	"6"	"ENSDARG00000015862"	"rpl5b"	"https://zfin.org/ZDB-GENE-040625-93"	"ribosomal protein L5b [Source:ZFIN;Acc:ZDB-GENE-040625-93]"	"ZFIN"
"eef1a1l1"	8.41985749544372e-31	-0.618044448070204	0.913	0.957	2.15733588748259e-26	"6"	"ENSDARG00000020850"	"eef1a1l1"	"https://zfin.org/ZDB-GENE-990415-52"	"eukaryotic translation elongation factor 1 alpha 1, like 1 [Source:ZFIN;Acc:ZDB-GENE-990415-52]"	"ZFIN"
"rps5"	2.24137115190486e-08	-0.614384139204405	0.328	0.492	0.000574284116541063	"6"	"ENSDARG00000043453"	"rps5"	"https://zfin.org/ZDB-GENE-020419-12"	"ribosomal protein S5 [Source:ZFIN;Acc:ZDB-GENE-020419-12]"	"ZFIN"
"fzd4"	0.000287313271194907	-0.613979511302573	0.087	0.173	1	"6"	"ENSDARG00000104117"	"fzd4"	"https://zfin.org/ZDB-GENE-990415-217"	"frizzled class receptor 4 [Source:ZFIN;Acc:ZDB-GENE-990415-217]"	"ZFIN"
"rpl3"	3.41492145038707e-12	-0.611984333360731	0.506	0.664	8.74971174018175e-08	"6"	"ENSDARG00000003599"	"rpl3"	"https://zfin.org/ZDB-GENE-030131-1291"	"ribosomal protein L3 [Source:ZFIN;Acc:ZDB-GENE-030131-1291]"	"ZFIN"
"rps6"	7.89244449238104e-07	-0.611659758461159	0.257	0.395	0.0202220212783787	"6"	"ENSDARG00000019778"	"rps6"	"https://zfin.org/ZDB-GENE-040801-8"	"ribosomal protein S6 [Source:ZFIN;Acc:ZDB-GENE-040801-8]"	"ZFIN"
"rpl35"	6.70174000896877e-07	-0.611073900428802	0.299	0.424	0.0171711982509798	"6"	"ENSDARG00000018334"	"rpl35"	"https://zfin.org/ZDB-GENE-020419-2"	"ribosomal protein L35 [Source:ZFIN;Acc:ZDB-GENE-020419-2]"	"ZFIN"
"rps4x"	3.0299647816425e-09	-0.607619233930607	0.411	0.559	7.76337576352441e-05	"6"	"ENSDARG00000014690"	"rps4x"	"https://zfin.org/ZDB-GENE-040927-19"	"ribosomal protein S4 X-linked [Source:ZFIN;Acc:ZDB-GENE-040927-19]"	"ZFIN"
"tubb4b"	0.000194840327271304	-0.603055360855479	0.05	0.133	1	"6"	"ENSDARG00000002344"	"tubb4b"	"https://zfin.org/ZDB-GENE-030131-8625"	"tubulin, beta 4B class IVb [Source:ZFIN;Acc:ZDB-GENE-030131-8625]"	"ZFIN"
"rps13"	2.49873831339502e-11	-0.598216891656019	0.465	0.618	6.40226730658073e-07	"6"	"ENSDARG00000036298"	"rps13"	"https://zfin.org/ZDB-GENE-040625-52"	"ribosomal protein S13 [Source:ZFIN;Acc:ZDB-GENE-040625-52]"	"ZFIN"
"TXN"	0.000935098149382079	-0.594774914047159	0.066	0.138	1	"6"	"ENSDARG00000031435"	"TXN"	"https://zfin.org/ZDB-GENE-030131-8581"	"thioredoxin [Source:HGNC Symbol;Acc:HGNC:12435]"	"HGNC Symbol"
"nme2b.1"	2.39129637404584e-10	-0.589221137290341	0.373	0.548	6.12697956958026e-06	"6"	"ENSDARG00000103791"	"nme2b.1"	"https://zfin.org/ZDB-GENE-000210-32"	"NME/NM23 nucleoside diphosphate kinase 2b, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-000210-32]"	"ZFIN"
"tpt1"	2.04700760081697e-06	-0.588876097712681	0.274	0.4	0.0524484287481324	"6"	"ENSDARG00000092693"	"tpt1"	"https://zfin.org/ZDB-GENE-990603-10"	"tumor protein, translationally-controlled 1 [Source:ZFIN;Acc:ZDB-GENE-990603-10]"	"ZFIN"
"si:dkey-33m11.8"	0.00879496849101475	-0.584702227695259	0.224	0.281	1	"6"	"ENSDARG00000055014"	"si:dkey-33m11.8"	"https://zfin.org/ZDB-GENE-141215-49"	"si:dkey-33m11.8 [Source:ZFIN;Acc:ZDB-GENE-141215-49]"	"ZFIN"
"rps21"	3.5629019631927e-07	-0.582278727281958	0.299	0.442	0.00912886741009235	"6"	"ENSDARG00000025850"	"rps21"	"https://zfin.org/ZDB-GENE-040426-1102"	"ribosomal protein S21 [Source:ZFIN;Acc:ZDB-GENE-040426-1102]"	"ZFIN"
"btf3"	9.28699092460871e-05	-0.577583804840048	0.174	0.276	1	"6"	"ENSDARG00000035400"	"btf3"	"https://zfin.org/ZDB-GENE-030131-8731"	"basic transcription factor 3 [Source:ZFIN;Acc:ZDB-GENE-030131-8731]"	"ZFIN"
"rpl17"	2.64621324965323e-06	-0.574873876886986	0.432	0.537	0.067801275882615	"6"	"ENSDARG00000057556"	"rpl17"	"https://zfin.org/ZDB-GENE-030131-8585"	"ribosomal protein L17 [Source:ZFIN;Acc:ZDB-GENE-030131-8585]"	"ZFIN"
"rps24"	5.41250786076166e-12	-0.569707953788294	0.552	0.692	1.38679276408435e-07	"6"	"ENSDARG00000039347"	"rps24"	"https://zfin.org/ZDB-GENE-040109-5"	"ribosomal protein S24 [Source:ZFIN;Acc:ZDB-GENE-040109-5]"	"ZFIN"
"si:ch73-281n10.2"	0.000544727005043434	-0.565141992049367	0.1	0.184	1	"6"	"ENSDARG00000097102"	"si:ch73-281n10.2"	"https://zfin.org/ZDB-GENE-131120-172"	"si:ch73-281n10.2 [Source:ZFIN;Acc:ZDB-GENE-131120-172]"	"ZFIN"
"map2k6"	0.00126611746468358	-0.563639262142708	0.1	0.177	1	"6"	"ENSDARG00000099184"	"map2k6"	"https://zfin.org/ZDB-GENE-010202-3"	"mitogen-activated protein kinase kinase 6 [Source:ZFIN;Acc:ZDB-GENE-010202-3]"	"ZFIN"
"sod1"	0.000595374660825721	-0.562638513264842	0.05	0.123	1	"6"	"ENSDARG00000043848"	"sod1"	"https://zfin.org/ZDB-GENE-990415-258"	"superoxide dismutase 1, soluble [Source:ZFIN;Acc:ZDB-GENE-990415-258]"	"ZFIN"
"faua"	7.35430871404368e-07	-0.56216267030274	0.369	0.499	0.0188432097871227	"6"	"ENSDARG00000099022"	"faua"	"https://zfin.org/ZDB-GENE-040426-1700"	"FAU ubiquitin like and ribosomal protein S30 fusion a [Source:ZFIN;Acc:ZDB-GENE-040426-1700]"	"ZFIN"
"rpl6"	2.13895050061644e-07	-0.558474588970011	0.278	0.429	0.00548041897267945	"6"	"ENSDARG00000058451"	"rpl6"	"https://zfin.org/ZDB-GENE-030131-8671"	"ribosomal protein L6 [Source:ZFIN;Acc:ZDB-GENE-030131-8671]"	"ZFIN"
"RPS17"	1.57075634061533e-08	-0.558213497908348	0.382	0.533	0.000402459189592461	"6"	"ENSDARG00000046157"	"RPS17"	"https://zfin.org/ZDB-GENE-050320-15"	"ribosomal protein S17 [Source:HGNC Symbol;Acc:HGNC:10397]"	"HGNC Symbol"
"rpl18a"	5.11017469781238e-06	-0.557946979615937	0.357	0.477	0.130932896107349	"6"	"ENSDARG00000025073"	"rpl18a"	"https://zfin.org/ZDB-GENE-040426-1071"	"ribosomal protein L18a [Source:ZFIN;Acc:ZDB-GENE-040426-1071]"	"ZFIN"
"hmgn6"	0.000103661106266339	-0.553951853963349	0.108	0.209	1	"6"	"ENSDARG00000087636"	"hmgn6"	"https://zfin.org/ZDB-GENE-030131-1005"	"high mobility group nucleosome binding domain 6 [Source:ZFIN;Acc:ZDB-GENE-030131-1005]"	"ZFIN"
"rpl7a"	7.43533250455915e-09	-0.548174847143231	0.506	0.634	0.000190508089431814	"6"	"ENSDARG00000019230"	"rpl7a"	"https://zfin.org/ZDB-GENE-031001-9"	"ribosomal protein L7a [Source:ZFIN;Acc:ZDB-GENE-031001-9]"	"ZFIN"
"rpl9"	2.41128634060444e-11	-0.543623653826312	0.494	0.658	6.1781978618967e-07	"6"	"ENSDARG00000037350"	"rpl9"	"https://zfin.org/ZDB-GENE-030131-8646"	"ribosomal protein L9 [Source:ZFIN;Acc:ZDB-GENE-030131-8646]"	"ZFIN"
"appb"	8.68040268279555e-05	-0.543582228154674	0.041	0.128	1	"6"	"ENSDARG00000055543"	"appb"	"https://zfin.org/ZDB-GENE-020220-1"	"amyloid beta (A4) precursor protein b [Source:ZFIN;Acc:ZDB-GENE-020220-1]"	"ZFIN"
"rpl28"	1.70937952328152e-08	-0.539121874791813	0.456	0.593	0.000437977221455191	"6"	"ENSDARG00000005791"	"rpl28"	"https://zfin.org/ZDB-GENE-040930-10"	"ribosomal protein L28 [Source:ZFIN;Acc:ZDB-GENE-040930-10]"	"ZFIN"
"eif2s3"	0.000992170471490382	-0.537843668778286	0.041	0.108	1	"6"	"ENSDARG00000008292"	"eif2s3"	"https://zfin.org/ZDB-GENE-030131-5552"	"eukaryotic translation initiation factor 2, subunit 3 gamma [Source:ZFIN;Acc:ZDB-GENE-030131-5552]"	"ZFIN"
"si:ch211-222l21.1"	0.000264511689518549	-0.533691958192288	0.141	0.239	1	"6"	"ENSDARG00000076532"	"si:ch211-222l21.1"	"https://zfin.org/ZDB-GENE-030131-247"	"si:ch211-222l21.1 [Source:ZFIN;Acc:ZDB-GENE-030131-247]"	"ZFIN"
"rps27a"	9.97143479455586e-08	-0.533384999338053	0.432	0.564	0.0025548810230611	"6"	"ENSDARG00000032725"	"rps27a"	"https://zfin.org/ZDB-GENE-030131-10018"	"ribosomal protein S27a [Source:ZFIN;Acc:ZDB-GENE-030131-10018]"	"ZFIN"
"sec61g"	0.000195647360030688	-0.532897226193437	0.162	0.257	1	"6"	"ENSDARG00000018637"	"sec61g"	"https://zfin.org/ZDB-GENE-040718-203"	"SEC61 translocon gamma subunit [Source:ZFIN;Acc:ZDB-GENE-040718-203]"	"ZFIN"
"rack1"	2.40557236221506e-07	-0.532827038656552	0.373	0.512	0.00616355750646743	"6"	"ENSDARG00000041619"	"rack1"	"https://zfin.org/ZDB-GENE-990415-89"	"receptor for activated C kinase 1 [Source:ZFIN;Acc:ZDB-GENE-990415-89]"	"ZFIN"
"rps7"	6.48284811796467e-07	-0.531688525463576	0.432	0.553	0.0166103534478491	"6"	"ENSDARG00000042566"	"rps7"	"https://zfin.org/ZDB-GENE-040426-1718"	"ribosomal protein S7 [Source:ZFIN;Acc:ZDB-GENE-040426-1718]"	"ZFIN"
"rplp0"	7.92678537955892e-06	-0.529248803781204	0.465	0.569	0.203100094995059	"6"	"ENSDARG00000051783"	"rplp0"	"https://zfin.org/ZDB-GENE-000629-1"	"ribosomal protein, large, P0 [Source:ZFIN;Acc:ZDB-GENE-000629-1]"	"ZFIN"
"rpl12"	3.88524664427867e-09	-0.519795425550651	0.515	0.648	9.95477895197081e-05	"6"	"ENSDARG00000006691"	"rpl12"	"https://zfin.org/ZDB-GENE-030131-5297"	"ribosomal protein L12 [Source:ZFIN;Acc:ZDB-GENE-030131-5297]"	"ZFIN"
"eef1g"	3.81955358360069e-05	-0.518281307705256	0.307	0.425	0.978646019190169	"6"	"ENSDARG00000056119"	"eef1g"	"https://zfin.org/ZDB-GENE-020423-3"	"eukaryotic translation elongation factor 1 gamma [Source:ZFIN;Acc:ZDB-GENE-020423-3]"	"ZFIN"
"rpsa"	2.35205136366937e-10	-0.518024308609329	0.506	0.656	6.02642600399366e-06	"6"	"ENSDARG00000019181"	"rpsa"	"https://zfin.org/ZDB-GENE-040426-811"	"ribosomal protein SA [Source:ZFIN;Acc:ZDB-GENE-040426-811]"	"ZFIN"
"eef1b2"	0.000303003252412841	-0.515919126119083	0.274	0.367	1	"6"	"ENSDARG00000044521"	"eef1b2"	"https://zfin.org/ZDB-GENE-030131-7310"	"eukaryotic translation elongation factor 1 beta 2 [Source:ZFIN;Acc:ZDB-GENE-030131-7310]"	"ZFIN"
"tmsb"	0.00229311197401878	-0.512982441998305	0.137	0.212	1	"6"	"ENSDARG00000054911"	"tmsb"	"https://zfin.org/ZDB-GENE-050307-5"	"thymosin, beta [Source:ZFIN;Acc:ZDB-GENE-050307-5]"	"ZFIN"
"rpl19"	1.68302776182729e-06	-0.507224389900415	0.498	0.596	0.0431225373135387	"6"	"ENSDARG00000013307"	"rpl19"	"https://zfin.org/ZDB-GENE-040426-2290"	"ribosomal protein L19 [Source:ZFIN;Acc:ZDB-GENE-040426-2290]"	"ZFIN"
"rpl13a"	1.45523227349052e-05	-0.507193931798461	0.423	0.514	0.37285961311374	"6"	"ENSDARG00000044093"	"rpl13a"	"https://zfin.org/ZDB-GENE-030131-168"	"ribosomal protein L13a [Source:ZFIN;Acc:ZDB-GENE-030131-168]"	"ZFIN"
"rpl39"	1.0463997395854e-07	-0.50716564264589	0.444	0.559	0.00268108541276571	"6"	"ENSDARG00000036316"	"rpl39"	"https://zfin.org/ZDB-GENE-040625-51"	"ribosomal protein L39 [Source:ZFIN;Acc:ZDB-GENE-040625-51]"	"ZFIN"
"atp5fa1"	0.000197565916691333	-0.507119713376161	0.058	0.143	1	"6"	"ENSDARG00000010149"	"atp5fa1"	"https://zfin.org/ZDB-GENE-060201-1"	"ATP synthase F1 subunit alpha [Source:ZFIN;Acc:ZDB-GENE-060201-1]"	"ZFIN"
"eef1da"	0.000219339058996374	-0.505593444611853	0.17	0.27	1	"6"	"ENSDARG00000102291"	"eef1da"	"https://zfin.org/ZDB-GENE-040426-2740"	"eukaryotic translation elongation factor 1 delta a (guanine nucleotide exchange protein) [Source:ZFIN;Acc:ZDB-GENE-040426-2740]"	"ZFIN"
"h2afvb"	0.00306337787378681	-0.502434711727218	0.05	0.11	1	"6"	"ENSDARG00000116491"	"h2afvb"	"https://zfin.org/ZDB-GENE-050506-24"	"H2A histone family, member Vb [Source:ZFIN;Acc:ZDB-GENE-050506-24]"	"ZFIN"
